"מַפָּה","שם המאה ה-16","מחוז/מחוז","שם מודרני","שם במילון ההיסטורי והגיאוגרפי","אופי היישוב","סוג הבעלות"
"","Zbiroza","tarczyński/mazowieckie","","","wieś","s"
"","Gnojna","mszczonowski/rawskie","","","wieś","s"
"","Grzegorzewice","mszczonowski/rawskie","","","wieś","s"
"","Popiele","tarczyński/mazowieckie","","","wieś","s"
"","Piotrkowice","tarczyński/mazowieckie","","","wieś","s"
"","Potrykozy","tarczyński/mazowieckie","Petrykozy","","wieś","s"
"","Nosy","tarczyński/mazowieckie","Nosy-Poniatki","","wieś","s"
"","Głęboczek","drohiczyński/podlaskie","","","",""
"","Lutkówka","tarczyński/mazowieckie","","","wieś","s"
"","Chude Lipie","tarczyński/mazowieckie","Chudolipie","","wieś","s"
"","Grzegorzewice","tarczyński/mazowieckie","Grzegorzowice","","wieś","s"
"","Gnojna","tarczyński/mazowieckie","Gnojna","","wieś","s"
"","Dwórzno","tarczyński/mazowieckie","","","wieś","s"
"","Cychry","grójecki/mazowieckie","","","wieś","s"
"","Płaski","tarczyński/mazowieckie","","","wieś","s"
"","Popkowice","urzędowski/lubelskie","","","wieś","s"
"","Skorczyce","urzędowski/lubelskie","","","wieś","s"
"","Więckowy","wieluński/sieradzkie","Więcki","","wieś","s"
"","Gruzy","drohiczyński/podlaskie","","","",""
"","Wąsosze","wieluński/sieradzkie","Wąsosz Dolny, Wąsosz Górny","","wieś","k"
"","Popów","wieluński/sieradzkie","","","wieś","d"
"","Słonkowo","wyszogrodzki/mazowieckie","Słomkowo","","wieś","s"
"","Sobieszczki","zakroczymski/mazowieckie","Sobieski","","wieś","k"
"","Strzegowo","raciąski/płockie","","","wieś","s"
"","Prusocino Strzegowskie","szreński/płockie","Prusocin","","wieś","s"
"","Przemękowska Wola","wiślicki/sandomierskie","Przemykowa Wola","","wieś","k"
"","Radzikowo","zakroczymski/mazowieckie","","","wieś","k"
"","Raków","wieluński/sieradzkie","","","wieś","s"
"","Siemianice","wieluński/sieradzkie","","","wieś","s"
"","Granne","drohiczyński/podlaskie","","","",""
"","Lipie","wieluński/sieradzkie","","","wieś","s"
"","Rembielice","wieluński/sieradzkie","Rębielice Szlacheckie","","wieś","s"
"","Parzymiechy","wieluński/sieradzkie","","","wieś","s"
"","Rozniszewo","warecki/mazowieckie","Rozniszew","","wieś","s"
"","Zagroby","warecki/mazowieckie","","","wieś","s"
"","Rudniki","wieluński/sieradzkie","","","wieś","s"
"","Branwica","urzędowski/lubelskie","Brandwica","","wieś","s"
"","Branwiczka","urzędowski/lubelskie","","","wieś","s"
"","Rzeczyca Mała","urzędowski/lubelskie","Rzeczyca Długa","","wieś","s"
"","Wieloborowice","urzędowski/lubelskie","","","wieś","s"
"","Leszczka Mała","drohiczyński/podlaskie","","","",""
"","Wola Rzeczycka","urzędowski/lubelskie","","","wieś","s"
"","Rzeczyca Większa","urzędowski/lubelskie","Rzeczyca Okrągła","","wieś","s"
"","Winary","wiślicki/sandomierskie","","","wieś","k"
"","Wola Zagoscka","wiślicki/sandomierskie","Wola Zagojska","","wieś","k"
"","Zagość","wiślicki/sandomierskie","","","wieś","k"
"","Skotniki Białe","wiślicki/sandomierskie","Skotniki Dolne, Skotniki Górne","","wieś","k"
"","Skorocice","wiślicki/sandomierskie","","","wieś","s"
"","Skowieszyn","urzędowski/lubelskie","","","wieś","s"
"","Batorz","urzędowski/lubelskie","","","wieś","s"
"","Otrocze","urzędowski/lubelskie","Otrocz","","wieś","s"
"","Leszczka Duża","drohiczyński/podlaskie","","","",""
"","Ponikwy","urzędowski/lubelskie","","","wieś","s"
"","Stawce","urzędowski/lubelskie","","","wieś","s"
"","Studzianki","urzędowski/lubelskie","","","wieś","s"
"","Wola","urzędowski/lubelskie","Wola Studziańska","","wieś","s"
"","Zdziłowice","urzędowski/lubelskie","","","wieś","s"
"","Lutułtów","wieluński/sieradzkie","Lututów","","miasto","s"
"","Łąka","wieluński/sieradzkie","Łęki Duże","","wieś","k"
"","Świętkowice","wieluński/sieradzkie","Świątkowice","","wieś","s"
"","Szarzyno","wyszogrodzki/mazowieckie","Sarzyn","","wieś","s"
"","Urzędów","urzędowski/lubelskie","","","miasto","k"
"","Poniaty Zagajne","drohiczyński/podlaskie","","","",""
"","Wierzbica","urzędowski/lubelskie","","","wieś","s"
"","Urzuty","wiślicki/sandomierskie","","","wieś","d"
"","Warszawa Stara","warszawski/mazowieckie","Warszawa-Stare Miasto","","miasto","k"
"","Wierzbie","wieluński/sieradzkie","","","wieś","k"
"","Wójcin","wieluński/sieradzkie","","","wieś","k"
"","Żdżar","wieluński/sieradzkie","","","wieś","k"
"","Żabno","wiślicki/sandomierskie","","","miasto","s"
"","Zrębin","wiślicki/sandomierskie","","","wieś","s"
"","Goski-Mały Brok","zambrowski/mazowieckie","Goski-Boruty","","wieś","s"
"","Brajciszewo-Mały Brok","zambrowski/mazowieckie","Brajszewo-Sierzputy","","wieś","s"
"","Perlejewo","drohiczyński/podlaskie","","","",""
"","Skarżyno Mały Brok","zambrowski/mazowieckie","Skarzyn Nowy","","wieś","s"
"","Tarnowo-Gostki","zambrowski/mazowieckie","","","wieś","s"
"","Skarzyno-Goski","nurski/mazowieckie","Goski-Pełki","","wieś","s"
"","Chmiele-Pogorzel","zambrowski/mazowieckie","Chmiele-Pogorzele","","wieś","s"
"","Łaś-Toczyłowo","zambrowski/mazowieckie","","","wieś","s"
"","Targonie-Krytuły","zambrowski/mazowieckie","","","wieś","s"
"","Maliszewo-Łynki","zambrowski/mazowieckie","","","wieś","s"
"","Strękowo-Góra","zambrowski/mazowieckie","Strękowa-Góra","","wieś","s"
"","Chlewiotki Wądołowo Nowe","zambrowski/mazowieckie","Chlebiotki Nowe","","wieś","s"
"","Grabowo Stare","zambrowski/mazowieckie","","","wieś","s"
"","Pieczyski","drohiczyński/podlaskie","","","",""
"","Targonie-Wity","zambrowski/mazowieckie","","","wieś","s"
"","Targonie","zambrowski/mazowieckie","Targonie Wielkie","","wieś","s"
"","Zawady","zambrowski/mazowieckie","","","wieś","s"
"","Konopki-Koprzywnica","zambrowski/mazowieckie","Konopki-Pokrzywnica","","wieś","s"
"","Konopki-Klimki","zambrowski/mazowieckie","","","wieś","s"
"","Krawce-Stara Wieś","zambrowski/mazowieckie","Krzewo Stare","","wieś","s"
"","Cibory-Wity","zambrowski/mazowieckie","Cibory-Witki","","wieś","s"
"","Cibory-Chrzczonki","zambrowski/mazowieckie","Cibory-Chrzczony","","wieś","s"
"","Cibory-Kołaki","zambrowski/mazowieckie","Cibory-Kołaczki","","wieś","s"
"","Cibory Gołockie","zambrowski/mazowieckie","Cibory Gołeckie","","wieś","s"
"","Czarkówki Dobki","drohiczyński/podlaskie","","","",""
"","Książno","pyzdrski/kaliskie","Książno","Książno","wieś","s"
"","Krawce-Krzewo","zambrowski/mazowieckie","Krzewo Nowe","","wieś","s"
"","Cibory-Marki","zambrowski/mazowieckie","","","wieś","s"
"","Cibory-Krupy","zambrowski/mazowieckie","","","wieś","s"
"","Grabowo-Nowe","zambrowski/mazowieckie","","","wieś","s"
"","Krawce-Plebanki","zambrowski/mazowieckie","Krzewo-Plebanki","","wieś","s"
"","Chlewiotki Wądołowo Stare","zambrowski/mazowieckie","Chlebiotki Stare","","wieś","s"
"","Maliszewo-Porkusy","zambrowski/mazowieckie","Maliszewo Perkusy","","wieś","s"
"","Podłatki-Leśniewo","zambrowski/mazowieckie","Podłatki Wielkie","","wieś","s"
"","Faszcze-Jabłoń","zambrowski/mazowieckie","Faszcze","","wieś","s"
"","Rzębiczyki","zambrowski/mazowieckie","Rzębiki","","wieś","s"
"","Skorzec","drohiczyński/podlaskie","","","",""
"","Rębiszewo-Studzianki","zambrowski/mazowieckie","","","wieś","s"
"","Rębiszewo-Żegadły","zambrowski/mazowieckie","Rębiszewo-Zegadły","","wieś","s"
"","Ćwikły-Dąb","zambrowski/mazowieckie","Ćwikły-Krajewo","","wieś","s"
"","Czarnowo-Dąb","zambrowski/mazowieckie","","","wieś","s"
"","Łętowo-Dąb","zambrowski/mazowieckie","","","wieś","s"
"","Sanie-Dąb","zambrowski/mazowieckie","Sanie-Dąb","","wieś","s"
"","Kołaki-Gunie-Ostrów","zambrowski/mazowieckie","Gunie-Ostrów","","wieś","s"
"","Kołaki-Czachy","zambrowski/mazowieckie","Czachy-Kołaki","","wieś","s"
"","Krusze-Łubnica","zambrowski/mazowieckie","Krusze-Łubnice","","wieś","s"
"","Cholewy Mała Kołomyja","zambrowski/mazowieckie","Cholewy-Kołomyja","","wieś","s"
"","Malec","drohiczyński/podlaskie","","","",""
"","Łubnica-Krusze","zambrowski/mazowieckie","Łubnice-Krusze","","wieś","s"
"","Kołomyja Wielka","zambrowski/mazowieckie","Kołomyja","","wieś","s"
"","Kołomyja Stara","zambrowski/mazowieckie","Kołomyjka","","wieś","s"
"","Wiśniewo-Vertice-Kołomyja","zambrowski/mazowieckie","Wiśniówek-Wiertycze","","wieś","s"
"","Kołaki Stare","zambrowski/mazowieckie","Kołaki Kościelne","","wieś","s"
"","Zalesie-Szczodruchy","zambrowski/mazowieckie","Szczodruchy-Zalesie","","wieś","s"
"","Wróble-Jarciszewo","zambrowski/mazowieckie","Wróble-Arciszewo","","wieś","s"
"","Gosie Sokola Łąka","zambrowski/mazowieckie","Gosie Wielkie","","wieś","s"
"","Głodowo-Dąb","zambrowski/mazowieckie","","","wieś","s"
"","Gosie Wybrane-Kołomyja","zambrowski/mazowieckie","Wybrany","","wieś","s"
"","Przybyszyn","drohiczyński/podlaskie","","","",""
"","Gosie-Otole","zambrowski/mazowieckie","","","wieś","s"
"","Gosie-Leśnica","zambrowski/mazowieckie","Gosie Małe","","wieś","s"
"","Zanie-Leśnica","zambrowski/mazowieckie","","","wieś","s"
"","Kossaki Borowe","zambrowski/mazowieckie","","","wieś","s"
"","Czosaki-Dąb","zambrowski/mazowieckie","","","wieś","s"
"","Ondy-Czarnowo","zambrowski/mazowieckie","Undy-Czarnowo","","wieś","s"
"","Mórkowo","kościański/poznańskie","Mórkowo","Mórkowo","wieś","s"
"","Tabądz","zambrowski/mazowieckie","Tabądź","","wieś","s"
"","Pstrągi","zambrowski/mazowieckie","Pstrągi Wielkie","","wieś","s"
"","Zakrzewo Stare","zambrowski/mazowieckie","","","wieś","s"
"","Poniaty Kosiorki","drohiczyński/podlaskie","","","",""
"","Ćwikły-Dąbrowa","zambrowski/mazowieckie","Krajewo-Ćwikły","","wieś","s"
"","Krajewo Stare","zambrowski/mazowieckie","","","wieś","s"
"","Sędziwuje-Prądnik","zambrowski/mazowieckie","Sędziwuje","","wieś","s"
"","Krajewo-Brzozowo","zambrowski/mazowieckie","Krajewo-Łętowo","","wieś","s"
"","Wądołki Borowe","zambrowski/mazowieckie","","","wieś","s"
"","Długoborz I","zambrowski/mazowieckie","Długobórz Szlachecki","","wieś","s"
"","Wola Zambrowska","zambrowski/mazowieckie","","","wieś","k"
"","Laskowo","zambrowski/mazowieckie","Laskowiec Stary","","wieś","s"
"","Grzymały-Bełczącystok","zambrowski/mazowieckie","Grzymały","","wieś","s"
"","Zagroby-Łętownica","zambrowski/mazowieckie","","","wieś","s"
"","Boianki","drohiczyński/podlaskie","","","",""
"","Czartosze-Łętownica","zambrowski/mazowieckie","Czartosy","","wieś","s"
"","Sasiny-Łętownica","zambrowski/mazowieckie","Sasiny","","wieś","s"
"","Grochy-Pogorzel","zambrowski/mazowieckie","Grochy-Pogorzele","","wieś","s"
"","Ossowo","zambrowski/mazowieckie","Osowiec","","wieś","s"
"","Rykacze-Sulkówstok","zambrowski/mazowieckie","Rykacze","","wieś","s"
"","Faski-Rykacze","zambrowski/mazowieckie","Laskowiec Nowy","","wieś","s"
"","Krajewo Białe Jabłoń","zambrowski/mazowieckie","Krajewo Białe","","wieś","s"
"","Wierzbowo-Zambrzyca","zambrowski/mazowieckie","Wierzbowo","","wieś","s"
"","Zambrowo","zambrowski/mazowieckie","Zambrów","","miasto","k"
"","Wiśniewo-Dąb","zambrowski/mazowieckie","Wiśniewo","","wieś","s"
"","Winna Wypychy","drohiczyński/podlaskie","","","",""
"","Gardlino-Dąb","zambrowski/mazowieckie","Gardlino","","wieś","s"
"","Cieciorki-Dąb","zambrowski/mazowieckie","Cieciorki","","wieś","s"
"","Konopki-Jabłoń","zambrowski/mazowieckie","","","wieś","s"
"","Proszki-Jabłoń","zambrowski/mazowieckie","Pruszki-Jabłoń","","wieś","s"
"","Poryte","zambrowski/mazowieckie","Poryte-Jabłoń","","wieś","s"
"","Klimasze-Jabłoń","zambrowski/mazowieckie","","","wieś","s"
"","Gniewoty","zambrowski/mazowieckie","","","wieś","s"
"","Chorzele Sulkówstok","zambrowski/mazowieckie","Chorzele","","wieś","s"
"","Śledzie","zambrowski/mazowieckie","","","wieś","s"
"","Paczoski*","zambrowski/mazowieckie","brak","","wieś","s"
"","Winna Chroły","drohiczyński/podlaskie","","","",""
"","Krajewo-Korytki-Swobody","zambrowski/mazowieckie","Krajewo-Korytki","","wieś","s"
"","Łosie-Dołęgi","zambrowski/mazowieckie","Łosie","","wieś","s"
"","Sasiny-Dąbki-Skupie","zambrowski/mazowieckie","Dąbki-Łętownica","","wieś","s"
"","Tabądz-Kałęczyno","zambrowski/mazowieckie","Kałęczyn","","wieś","s"
"","Zagroby-Zakrzewo","zambrowski/mazowieckie","","","wieś","s"
"","Krajewo Borowe","zambrowski/mazowieckie","","","wieś","s"
"","Nagórki-Jabłoń","zambrowski/mazowieckie","","","wieś","s"
"","Gaczkowo+","zambrowski/mazowieckie","","","wieś","s"
"","Grabówko","zambrowski/mazowieckie","","","wieś","k"
"","Wądołki Stare","zambrowski/mazowieckie","","","wieś","s"
"","Kryscki Wilki","drohiczyński/podlaskie","","","",""
"","Wądołki-Buczki","zambrowski/mazowieckie","","","wieś","s"
"","Długoborz II","zambrowski/mazowieckie","Długobórz Chłopski","","wieś","s"
"","Wdziękoń-Wronki*","zambrowski/mazowieckie","Wdziekoń Drugi","","wieś","s"
"","Zakrzewo Nowe","zambrowski/mazowieckie","","","wieś","s"
"","Grochy-Sasiny-Miernik","zambrowski/mazowieckie","Grochy-Łętownica","","wieś","s"
"","Wdziękoń-Jabłoń","zambrowski/mazowieckie","Wdziękoń Pierwszy","","wieś","s"
"","Zambrzyca-Króle","zambrowski/mazowieckie","Zambrzyce-Króle","","wieś","s"
"","Mężenino-Wierzch Olszanka","zambrowski/mazowieckie","Mężenin","","wieś","s"
"","Kossaki-Ciepłystok Nadbielne","zambrowski/mazowieckie","Kossaki Nadbielne","","wieś","s"
"","Kalinówka-Bystry","zambrowski/mazowieckie","","","wieś","s"
"","Winna Poświątna","drohiczyński/podlaskie","","","",""
"","Rudki","zambrowski/mazowieckie","Rutki","","wieś","s"
"","Walochy-Ciepłystok","zambrowski/mazowieckie","","","wieś","s"
"","Ślasy-Lipno","zambrowski/mazowieckie","Szlasy-Lipno","","wieś","s"
"","Dębniki","zambrowski/mazowieckie","","","wieś","s"
"","Modzele-Górki","zambrowski/mazowieckie","","","wieś","s"
"","Olszewo-Przyborowo","zambrowski/mazowieckie","","","wieś","s"
"","Czochanie-Góra","zambrowski/mazowieckie","","","wieś","s"
"","Zalesie-Jawory","zambrowski/mazowieckie","Jawory-Klepacze","","wieś","s"
"","Trzaski-Olszanka*","zambrowski/mazowieckie","","","wieś","s"
"","Czochanie-Świętki","zambrowski/mazowieckie","Świątki-Wertyce","","wieś","s"
"","Koce Basie","drohiczyński/podlaskie","","","",""
"","Zajezierze","pyzdrski/kaliskie","Zajezierze","Zajezierze","wieś","ds"
"","Popowo Tomkowe","gnieźnieński/kaliskie","Popowo Tomkowe","Popowo Tomkowe","wieś","s"
"","Śliwowo-Łopienite","zambrowski/mazowieckie","","","wieś","s"
"","Ślasy-Łopienite","zambrowski/mazowieckie","Szlasy-Łopienite","","wieś","s"
"","Ożary-Stara Wieś","zambrowski/mazowieckie","Ożary Wielkie","","wieś","s"
"","Ożary-Olszanka","zambrowski/mazowieckie","Ożarki-Olszanka","","wieś","s"
"","Konopki-Jaworówka","zambrowski/mazowieckie","Konopki Leśne","","wieś","s"
"","Janikowo","zambrowski/mazowieckie","Zambrzyce-Jankowo","","wieś","s"
"","Górki-Ponikłystok","zambrowski/mazowieckie","Górskie Ponikły Stok","","wieś","s"
"","Duchny Wieluń Zagajne","zambrowski/mazowieckie","Duchny-Wieluny","","wieś","s"
"","Zambrzyca Stara","zambrowski/mazowieckie","Zambrzyce Stare","","wieś","s"
"","Kossaki-Falki","zambrowski/mazowieckie","","","wieś","s"
"","Koce Piskuły","drohiczyński/podlaskie","","","",""
"","Kossaki Stare","zambrowski/mazowieckie","Kossaki-Ostatki","","wieś","s"
"","Walochy-Kałęczyno","zambrowski/mazowieckie","Kałęczyn-Walochy","","wieś","s"
"","Walochy-Mońki","zambrowski/mazowieckie","Mońki-Walochy","","wieś","s"
"","Wielebory","zambrowski/mazowieckie","Kalinówka-Wielebory","","wieś","s"
"","Zalesie Stare","zambrowski/mazowieckie","","","wieś","s"
"","Czochanie-Łydynie*","zambrowski/mazowieckie","","","wieś","s"
"","Czochanie-Dobrochy","zambrowski/mazowieckie","Dobrochy","","wieś","s"
"","Zambrzyca-Plewki","zambrowski/mazowieckie","Zambrzyce-Plewki","","wieś","s"
"","Zambrzyca-Kapusty","zambrowski/mazowieckie","Zambrzyce-Kapusty","","wieś","s"
"","Zambrzyca Nowa","zambrowski/mazowieckie","Zambrzyce Nowe","","wieś","s"
"","Koce Schaby","drohiczyński/podlaskie","","","",""
"","Zalesie-Nowa Wieś","zambrowski/mazowieckie","Zalesie Nowe","","wieś","s"
"","Kalinówka-Basie","zambrowski/mazowieckie","","","wieś","s"
"","Nieski*","zambrowski/mazowieckie","Szlasy-Mieszki","","wieś","s"
"","Pęse-Lipno","zambrowski/mazowieckie","Pęsy-Lipno","","wieś","s"
"","Smyczyna Stara","kościański/poznańskie","Smyczyna – część","Smyczyna","wieś","s"
"","Sierpowo","kościański/poznańskie","Sierpowo","Sierpowo","wieś","s"
"","Radomicko","kościański/poznańskie","Radomicko","Radomicko","wieś","s"
"","Błutkowo","kościański/poznańskie","Błotkowo","Błutkowo","osada młyńska","s"
"","Smyczyna Nowa","kościański/poznańskie","Smyczyna – część","Smyczyna","pustka","s"
"","Mieczki","zambrowski/mazowieckie","Mieczki","","wieś","s"
"","Koce Borowe","drohiczyński/podlaskie","","","",""
"","Koziki-Jałbrzykówstok","zambrowski/mazowieckie","Koziki","","wieś","s"
"","Konopki-Jałbrzykówstok","zambrowski/mazowieckie","Konopki","","wieś","s"
"","Łady Polne","zambrowski/mazowieckie","","","wieś","s"
"","Lutostań","zambrowski/mazowieckie","","","wieś","s"
"","Gronostaje","zambrowski/mazowieckie","","","wieś","s"
"","Koty-Lutostań","zambrowski/mazowieckie","","","wieś","s"
"","Guty-Lutostań+","zambrowski/mazowieckie","","","wieś","s"
"","Dobrochy-Szeligi","zambrowski/mazowieckie","Szeligi-Leśnica","","wieś","s"
"","Proszki-Zalesie","zambrowski/mazowieckie","Pruszki Wielkie","","wieś","s"
"","Pęse-Lipno","zambrowski/mazowieckie","Pęsy Lipno","","wieś","s"
"","Kołaki","drohiczyński/podlaskie","","","",""
"","Gierlachy*","zambrowski/mazowieckie","","","wieś","s"
"","Łady Borowe","zambrowski/mazowieckie","","","wieś","s"
"","Goławino","zakroczymski/mazowieckie","Goławin","","wieś","s"
"","Wychudz","zakroczymski/mazowieckie","Wychódź","","wieś","s"
"","Goworowo","zakroczymski/mazowieckie","","","wieś","s"
"","Roguszyno","zakroczymski/mazowieckie","Roguszyn","","wieś","s"
"","Miączyno","zakroczymski/mazowieckie","Miączyn","","wieś","s"
"","Wola Goławińska","zakroczymski/mazowieckie","Wólka Przybojewska","","wieś","s"
"","Miączyno Małe","zakroczymski/mazowieckie","Miączynek","","wieś","s"
"","Grądy","zambrowski/mazowieckie","Grądy-Woniecko","","wieś","s"
"","Kobusy","drohiczyński/podlaskie","","","",""
"","Woniecko","zambrowski/mazowieckie","","","wieś","s"
"","Stromiłowo","zambrowski/mazowieckie","Sulin-Strumiłowo","","wieś","s"
"","Skotniki","zakroczymski/mazowieckie","Kuchary-Skotniki - część","","wieś","s"
"","Kuchary","zakroczymski/mazowieckie","Kuchary-Skotniki - część","","wieś","s"
"","Szczurowo+","zakroczymski/mazowieckie","","","wieś","s"
"","Przybujewo","zakroczymski/mazowieckie","Przybojewo","","wieś","s"
"","Pieścidła","zakroczymski/mazowieckie","","","wieś","s"
