id,name,type,relig_type,relig,source,dist,lp_w,lp_o,cdnts
9580,Sekretarka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Socjografia, s. 38 (Sekretarzówka, patronat Józefa Lubomirskiego, starosty romanowskiego); SG. X, s. 421.",brac,6,23047,"[30.527273837193434, 48.04169783490994]"
9581,Meczetna Mała,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 123 (przynależność dekanalna wątpliwa).",brac,6,18218,"[30.426216886762006, 48.12270123328591]"
9582,Kuracze Łozy,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 118; Socjografia, s. 38 (patronat Józefa Lubomirskiego, starosty romanowskiego).",brac,6,18134,"[30.3332739973942, 48.0819540690963]"
9583,Tryduby,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 144; Socjografia, s. 39.",brac,6,18581,"[30.401137058958398, 48.06035316244305]"
9584,Taużna,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 143; Socjografia, s. 39; SG. XII, s. 266 (WnNMP w 1859 r.)",brac,6,18555,"[30.10755555255747, 48.33821936711752]"
9585,Łozowata,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 121; Socjografia, s. 38.",brac,6,18188,"[30.359091466213386, 48.23512413208499]"
10166,Ostrowo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 336 (Ostrów).",brzkuj,1,13037,"[18.110122935363048, 52.554058649311735]"
10167,Wójcin,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 167.",brzkuj,1,13059,"[18.18234713071987, 52.51787367978313]"
9586,Ludwipol,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Socjografia, s. 38 (patronat Józefa Lubomirskiego, starosty romanowskiego).",brac,6,23037,"[30.17320568837704, 48.51348126586345]"
9587,Daniłowa Bałka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Socjografia, s. 37.",brac,6,23032,"[30.244756960414918, 48.25377946051742]"
9588,Hruźka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Socjografia, s. 37 (Hruziany); Kołbuk, s. 338 (jako cerkiew prawosławna, dr, Michał A).",brac,6,23034,"[30.393022996995455, 48.43591437481223]"
9589,Olhopol,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 127 (m); Socjografia, s. 29 (Rohozka Czeczelnicka); SG. VII, s. 481-482.",brac,6,18290,"[29.47392109462203, 48.18603116323601]"
9590,Czeczelnik,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 102; Socjografia, s. 28.",brac,6,17859,"[29.37065121754665, 48.21352322543174]"
9591,Tatarówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 143 (przynależność dekanalna wątpliwa).",brac,6,18554,"[29.19214185975835, 48.3961490697298]"
9592,Pawłówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 129; Socjografia, s. 29.",brac,6,18320,"[29.06748036535305, 48.32692798423727]"
9593,Kozłówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 116 (przynależność dekanalna wątpliwa).",brac,6,18085,"[29.061579229134793, 48.22923297564324]"
9594,Łuka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Socjografia, s. 29 (Łuh Słoboda); SG. V, s. 806 (Mikołaj Bp).",brac,6,23225,"[29.137556353561195, 48.22628739742237]"
9595,Piątkówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Socjografia, s. 29 (Piątkowka Stara); SG. VIII, s. 67.",brac,6,23226,"[29.387616983387375, 48.32250961690602]"
9596,Stepkówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Socjografia, s. 39 (Stepki); SG. XI, s. 330 (wezwanie z 1764 r.)",brac,6,23049,"[30.296391898053287, 48.65977831240389]"
9597,Suszkówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 140; Socjografia, s. 39 (Szuszkowa).",brac,6,18513,"[30.34507626893145, 48.67696085172588]"
9598,Torkanówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 143; Socjografia, s. 29; SG. XII, s. 409 (NPNMP).",brac,6,18571,"[29.15230919275797, 48.32300054600995]"
9599,Pieszczana,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 130; Socjografia, s. 51 (Piszczana, patronat Józefa Lubomirskiego, starosty romanowskiego).",brac,6,18335,"[29.72840757683673, 48.13251982705572]"
9600,Borsuki,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Socjografia, s. 49.",brac,6,23011,"[29.411959168376825, 48.04317062402038]"
9601,Józefówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Socjografia, s. 50; SG. III, s. 613.",brac,6,23021,"[29.917243922332545, 48.04120690490669]"
9602,Pieszczańska Słoboda,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Socjografia, s. 49 (Curkanówka, patronat Józefa Lubomirskiego, starosty romanowskiego).",brac,6,23013,"[29.752012119911285, 48.118282865954654]"
9603,Bajbuzowce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Socjografia, s. 49 (patronat Józefa Lubomirskiego, starosty romanowskiego).",brac,6,23008,"[29.908392218454765, 48.11681007684422]"
9604,Francuzka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 105; Socjografia, s. 28 (Francówka); SG. II, s. 402 (Mikołaj Bp).",brac,6,17912,"[29.136818710747036, 48.061335022449555]"
9605,Hłuboczek,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Socjografia, s. 50 (patronat Józefa Lubomirskiego, starosty romanowskiego).",brac,6,23016,"[30.19017145421776, 48.03629760847144]"
4639,Mecherzyńce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 283.",woł,6,12133,"[26.56536272224696, 49.698613806673904]"
9710,Regnów,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 302.",raw,1,16410,"[20.384357962369904, 51.74506834731602]"
10189,Wylatowo,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 167.",gn,1,14052,"[17.941865691800423, 52.61082421899204]"
10190,Stodoły,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 336.",brzkuj,1,13050,"[18.227412353597156, 52.64761699077926]"
10191,Ryszewko,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 175.",gn,1,14022,"[17.75341827690246, 52.70648386636576]"
10192,Rogowo,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 175.",gn,1,14019,"[17.643218136506118, 52.719146054243716]"
10193,Gorzyce,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 174.",gn,1,13954,"[17.58757561378145, 52.88378977706002]"
10194,Izdebno,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 174.",gn,1,13962,"[17.64120940693457, 52.75524541851904]"
9606,Cybulówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 102; Socjografia, s. 28 (Cybulow).",brac,6,17850,"[29.1228035134651, 48.392712562404995]"
9607,Sarażynka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 136; Socjografia, s. 29; SG. X, s. 312 (WnNMP w 1865 r.).",brac,6,18433,"[29.439251921925063, 48.0883361555413]"
9608,Smolanka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Socjografia, s. 29.",brac,6,23230,"[29.345571390642363, 48.06968082710887]"
9614,Reszel,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 511.",war,1,14540,"[21.140018326498023, 54.05019419886156]"
9609,Tymoszówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 144.",kij,6,19785,"[32.0722984436519, 48.971411387392834]"
9610,Rejmentarówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 134.",kij,6,19581,"[31.859302231822312, 48.85260596777624]"
9611,Krymki,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 117.",kij,6,19284,"[31.428323276153435, 48.935581181862176]"
9612,Janopol,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 110.",kij,6,19142,"[31.505970723975395, 48.764444803315826]"
9635,Tczew,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 503.",pom,1,15353,"[18.80036148758188, 54.08085168664212]"
9636,Gnojewo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 164.",malb,1,14443,"[18.918091063543272, 54.050658700488384]"
9637,Żuławki,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 165.",malb,1,14472,"[18.979156684984616, 54.27887751057807]"
9638,Ostaszewo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 165.",malb,1,14460,"[18.95770119240825, 54.21150079607207]"
9642,Gdańsk,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 337 (Święty Wojciech); Pawłowicz, Kościoły, s. 43-45.",pom,1,15225,"[18.632629276740147, 54.28111402823748]"
9643,Lisewo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 165.",malb,1,14476,"[18.84234893556038, 54.0967428768717]"
9644,Żuławka,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 338.",pom,1,15343,"[18.538493969099136, 54.23276912624431]"
4641,Koszelówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 280.",woł,6,11933,"[26.650179072458002, 49.700896682585324]"
3339,Januszowice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 186.",san,1,8476,"[19.975029136846217, 50.94190549412605]"
3340,Oleszno,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 187.",san,1,8863,"[20.04797561438238, 50.940966529981665]"
10215,Rękawczyn,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 168.",gn,1,14115,"[17.939740121898712, 52.515734470155955]"
10216,Janowiec,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 168.",gn,1,13966,"[17.487898226341205, 52.75636160059043]"
10217,Juńcewo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 174.",gn,1,13968,"[17.52700643333753, 52.83538705042347]"
3859,Wołków,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 377.",rus,1,3025,"[24.076442192850266, 49.71422442821546]"
9645,Pręgowo Górne,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 338.",pom,1,15310,"[18.481278794926254, 54.248977826612986]"
9646,Ostróżki,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 338.",pom,1,15306,"[18.45982330684643, 54.23753639005349]"
9647,Łęgowo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 337, 500 (parafia obsługiwana przez cystersów z Oliwy).",pom,1,15179,"[18.65385589635673, 54.21555576355911]"
9648,Gdańsk,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 338; Pawłowicz, Kościoły, s. 36-39.",pom,1,15262,"[18.620465472351157, 54.35830832747399]"
9628,Orneta,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 414 (Jeruzalem).",war,1,21698,"[20.131935105852392, 54.1274219249986]"
9629,Ignalin,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 412.",war,1,21616,"[20.482923843840126, 54.14473212667991]"
9630,Lutry,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 411.",war,1,21634,"[20.912539734880795, 54.00775331811178]"
9631,Bisztynek,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 412.",war,1,21599,"[20.91419015807844, 54.08244109803468]"
9634,Palczewo,wieś,świątynia pomocnicza,Kościół luterański,"Rhesa II, s. 178-182, 1834 r. (pastorzy od 1630, od 1737 filia parafii Boręty); Die kirchliche Organisation um 1785.",malb,2,14547,"[18.868206087863427, 54.1615767385548]"
9659,Jasna,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 163.",malb,1,14444,"[19.29402503679978, 54.006800796687855]"
9663,Żelichowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 166.",malb,1,14488,"[19.131227154122655, 54.229376227944044]"
9665,Tuja,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 166.",malb,1,14479,"[19.052057653228815, 54.1769027876266]"
9669,Malbork,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 164.",malb,1,14493,"[19.025227815802623, 54.038582255341964]"
9670,Wielbark,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 164.",malb,1,14491,"[18.996994145681867, 54.01061460917413]"
9651,Ostaszewo,wieś,świątynia główna,Kościół luterański,"ADPel. C67, s. 299, 1795 r. (świątynia i duchowny); Rhesa II, s. 209, 1834 r. (pastorzy od 1561 roku); Die kirchliche Organisation um 1785.",malb,2,14548,"[18.96430288519889, 54.20543557045562]"
9675,Bogucin,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 234.",lub,1,9135,"[22.367529717321304, 51.33308046037541]"
9676,Boiska Stare,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 232.",lub,1,9048,"[21.962467199961566, 51.00328457695866]"
3348,Bazar,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 96; Socjografia, s. 121.",kij,6,18854,"[29.291472581339633, 51.04245650756752]"
3349,Łubianka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 121; Socjografia, s. 122.",kij,6,19343,"[29.754839116227345, 51.31690186031511]"
3350,Rotycze,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 135 (Rutycze); Socjografia, s. 122 (Rutycze).",kij,6,19605,"[30.390407114727168, 51.05063669667925]"
3351,Hornostajpol,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 107; Socjografia, s. 121.",kij,6,19093,"[30.26355641779304, 51.06413400947804]"
3352,Hołubiewicze,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 107; Socjografia, s. 121 (prawdopodobnie jako Hołubijowka).",kij,6,19085,"[29.407149900832906, 51.08540250152828]"
9677,Opole,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 233.",lub,1,9164,"[21.972863314056895, 51.16070840256896]"
9678,Chodel,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 233.",lub,1,9148,"[22.135042696102232, 51.11542209659609]"
9679,Boby,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 232.",lub,1,9046,"[22.01791314240279, 51.02916246672834]"
9680,Odechów,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 213.",san,1,8578,"[21.34705414847872, 51.292727134483414]"
9681,Sieciechów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 493.",san,1,8998,"[21.75138478947713, 51.53442745088796]"
9682,Sieciechów,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 213.",san,1,8655,"[21.74000587828175, 51.541508515595126]"
9683,Gołąb,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 233; Czaykowski, Regestr, s. 243, 1783-1784 r. (lub); Perthees, Mappa szczegulna, 1786 r. (lub).",san,1,8449,"[21.88297749455984, 51.4883929620467]"
9687,Gołąb,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 234 (Gołąb-Loret); Czaykowski, Regestr, s. 243, 1783-1784 r. (lub); Perthees, Mappa szczegulna, 1786 r. (lub).",san,1,9136,"[21.891233299567148, 51.48562658093476]"
9688,Regów,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 234 (Regów).",san,1,8636,"[21.842333533868384, 51.48997375073964]"
9689,Wąwolnica,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 234, 493 (parafią administrowali benedyktyni ze Świętego Krzyża).",lub,1,9116,"[22.154148922117088, 51.29672231684066]"
9690,Końskowola,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 233.",lub,1,9071,"[22.056349390719504, 51.41053911262446]"
9692,Miastków Kościelny,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 300.",maz,1,14692,"[21.828305757769215, 51.883135529793094]"
9693,Warszawice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 298.",maz,1,14807,"[21.317991207219507, 51.96908066944519]"
9695,Stężyca,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 508.",san,1,8989,"[21.782729627286017, 51.585765346956634]"
9696,Stężyca,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 213.",san,1,8678,"[21.772371416016938, 51.58232754101084]"
9697,Wargocin,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 213.",san,1,8714,"[21.587995251830193, 51.62959736826912]"
3354,Czarnobyl,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 102; Socjografia, s. 116.",kij,6,18985,"[30.233021245902364, 51.274873919462834]"
3355,Białosoroki,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 97; Socjografia, s. 116.",kij,6,18881,"[29.90586542752328, 51.48430453798153]"
3356,Czerewacz,wieś,świątynia pomocnicza,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 102 (cerkiew parafialna), 151 (cerkiew filialna).",kij,6,19907,"[30.14057986706149, 51.21330311556278]"
3358,Mosany,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 122 (Maszanówka); Socjografia, s. 117 (Masanowka).",kij,6,19366,"[30.02069495344159, 51.4986860399178]"
10258,Białe,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 265.",raw,1,16435,"[19.371005493445466, 52.43761144597295]"
9698,Żelechów,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 213.",san,1,8763,"[21.900122690433875, 51.81223078935534]"
9699,Gródek,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 213.",san,1,8465,"[21.673249599748488, 51.46739337897441]"
9701,Kozienice,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 214.",san,1,8835,"[21.561736270753272, 51.58069040259818]"
9703,Ryczywół,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 213.",san,1,8643,"[21.428982308006255, 51.68690636151473]"
9704,Głuchów,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 197.",raw,1,16362,"[20.08039450979288, 51.779068867788965]"
9705,Puszcza Mariańska,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 523.",raw,1,23364,"[20.35469959708223, 51.975454100815]"
9706,Mszczonów,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 302.",raw,1,16400,"[20.508871963465765, 51.97306750879193]"
